step_width,speed,period,gait,command_df,trials,compliant_trials,finite_energy_compliant_trials,compliance_rate,finite_energy_compliant_rate,median_positive_mechanical_cot
0.4,0.4,0.48,trot,0.5,32,32,32,1.0,1.0,0.21852107025745107
0.4,0.4,0.48,trot,0.625,32,32,32,1.0,1.0,0.2317790897619661
0.4,0.4,0.48,trot,0.75,32,32,32,1.0,1.0,0.3050810758183141
0.4,0.4,0.48,walk,0.75,32,0,0,0.0,0.0,nan
0.4,0.4,0.48,walk,0.8,32,32,32,1.0,1.0,0.46167918250575185
0.4,0.4,0.48,walk,0.85,32,32,32,1.0,1.0,0.48962890789094254
0.4,0.4,0.48,walk,0.9,32,0,0,0.0,0.0,nan
0.4,0.4,0.54,trot,0.5,32,0,0,0.0,0.0,nan
0.4,0.4,0.54,trot,0.625,32,32,32,1.0,1.0,0.23657541822391157
0.4,0.4,0.54,trot,0.75,32,32,32,1.0,1.0,0.32948369675375333
0.4,0.4,0.54,walk,0.75,32,0,0,0.0,0.0,nan
0.4,0.4,0.54,walk,0.8,32,0,0,0.0,0.0,nan
0.4,0.4,0.54,walk,0.85,32,32,32,1.0,1.0,0.4654977131920471
0.4,0.4,0.54,walk,0.9,32,0,0,0.0,0.0,nan
0.5,0.25,0.36,trot,0.5,32,0,0,0.0,0.0,nan
0.5,0.25,0.36,trot,0.625,32,32,32,1.0,1.0,0.32790952223157493
0.5,0.25,0.4,trot,0.5,32,0,0,0.0,0.0,nan
0.5,0.25,0.4,trot,0.625,32,32,32,1.0,1.0,0.308004341024233
0.5,0.25,0.4,trot,0.75,32,32,32,1.0,1.0,0.38578582954840146
0.5,0.25,0.4,walk,0.75,32,0,0,0.0,0.0,nan
0.5,0.25,0.4,walk,0.8,32,0,0,0.0,0.0,nan
0.5,0.25,0.4,walk,0.85,32,32,32,1.0,1.0,0.624721857997433
0.5,0.25,0.4,walk,0.9,32,0,0,0.0,0.0,nan
0.5,0.25,0.48,trot,0.5,32,13,13,0.40625,0.40625,0.3057286868023578
0.5,0.25,0.48,trot,0.625,32,32,32,1.0,1.0,0.2940961653891052
0.5,0.25,0.48,trot,0.75,32,32,32,1.0,1.0,0.3776338677025626
0.5,0.25,0.48,walk,0.75,32,0,0,0.0,0.0,nan
0.5,0.25,0.48,walk,0.8,32,32,32,1.0,1.0,0.5368571139521066
0.5,0.25,0.48,walk,0.85,32,32,32,1.0,1.0,0.5838779747598017
0.5,0.25,0.48,walk,0.9,32,0,0,0.0,0.0,nan
0.5,0.25,0.54,trot,0.5,32,0,0,0.0,0.0,nan
0.5,0.25,0.54,trot,0.625,32,32,32,1.0,1.0,0.298421380649124
0.5,0.25,0.54,trot,0.75,32,32,32,1.0,1.0,0.38647046403312
0.5,0.25,0.54,walk,0.75,32,0,0,0.0,0.0,nan
0.5,0.25,0.54,walk,0.8,32,0,0,0.0,0.0,nan
0.5,0.25,0.54,walk,0.85,32,32,32,1.0,1.0,0.5420009359193624
0.5,0.25,0.54,walk,0.9,32,0,0,0.0,0.0,nan
0.5,0.3,0.36,trot,0.5,32,0,0,0.0,0.0,nan
0.5,0.3,0.36,trot,0.625,32,32,32,1.0,1.0,0.3029500046247259
0.5,0.3,0.4,trot,0.5,32,0,0,0.0,0.0,nan
0.5,0.3,0.4,trot,0.625,32,32,32,1.0,1.0,0.28217583563441156
0.5,0.3,0.4,trot,0.75,32,32,32,1.0,1.0,0.35742270312871527
0.5,0.3,0.4,walk,0.75,32,0,0,0.0,0.0,nan
0.5,0.3,0.4,walk,0.8,32,0,0,0.0,0.0,nan
0.5,0.3,0.4,walk,0.85,32,32,32,1.0,1.0,0.5835297494577378
0.5,0.3,0.4,walk,0.9,32,0,0,0.0,0.0,nan
0.5,0.3,0.48,trot,0.5,32,32,32,1.0,1.0,0.28266204356956515
0.5,0.3,0.48,trot,0.625,32,32,32,1.0,1.0,0.2703481578358166
0.5,0.3,0.48,trot,0.75,32,32,32,1.0,1.0,0.3471718482358184
0.5,0.3,0.48,walk,0.75,32,0,0,0.0,0.0,nan
0.5,0.3,0.48,walk,0.8,32,32,32,1.0,1.0,0.504301872288613
0.5,0.3,0.48,walk,0.85,32,32,32,1.0,1.0,0.5499421836566551
0.5,0.3,0.48,walk,0.9,32,0,0,0.0,0.0,nan
0.5,0.3,0.54,trot,0.5,32,0,0,0.0,0.0,nan
0.5,0.3,0.54,trot,0.625,32,32,32,1.0,1.0,0.27784708281848247
0.5,0.3,0.54,trot,0.75,32,32,32,1.0,1.0,0.3569335807320687
0.5,0.3,0.54,walk,0.75,32,0,0,0.0,0.0,nan
0.5,0.3,0.54,walk,0.8,32,0,0,0.0,0.0,nan
0.5,0.3,0.54,walk,0.85,32,32,32,1.0,1.0,0.5194742762750847
0.5,0.3,0.54,walk,0.9,32,0,0,0.0,0.0,nan
0.5,0.35,0.36,trot,0.5,32,0,0,0.0,0.0,nan
0.5,0.35,0.36,trot,0.625,32,32,32,1.0,1.0,0.28219635326594117
0.5,0.35,0.4,trot,0.5,32,0,0,0.0,0.0,nan
0.5,0.35,0.4,trot,0.625,32,32,32,1.0,1.0,0.2691987356019954
0.5,0.35,0.4,trot,0.75,32,32,32,1.0,1.0,0.33797808516536604
0.5,0.35,0.4,walk,0.75,32,0,0,0.0,0.0,nan
0.5,0.35,0.4,walk,0.8,32,0,0,0.0,0.0,nan
0.5,0.35,0.4,walk,0.85,32,0,0,0.0,0.0,nan
0.5,0.35,0.4,walk,0.9,32,0,0,0.0,0.0,nan
0.5,0.35,0.48,trot,0.5,32,32,32,1.0,1.0,0.26528713047274266
0.5,0.35,0.48,trot,0.625,32,32,32,1.0,1.0,0.25469729407771735
0.5,0.35,0.48,trot,0.75,32,32,32,1.0,1.0,0.32751586862391485
0.5,0.35,0.48,walk,0.75,32,0,0,0.0,0.0,nan
0.5,0.35,0.48,walk,0.8,32,32,32,1.0,1.0,0.48335519536148225
0.5,0.35,0.48,walk,0.85,32,22,22,0.6875,0.6875,0.5212217639792339
0.5,0.35,0.48,walk,0.9,32,0,0,0.0,0.0,nan
0.5,0.35,0.54,trot,0.5,32,0,0,0.0,0.0,nan
0.5,0.35,0.54,trot,0.625,32,32,32,1.0,1.0,0.26541236500072773
0.5,0.35,0.54,trot,0.75,32,32,32,1.0,1.0,0.33699546833633043
0.5,0.35,0.54,walk,0.75,32,0,0,0.0,0.0,nan
0.5,0.35,0.54,walk,0.8,32,0,0,0.0,0.0,nan
0.5,0.35,0.54,walk,0.85,32,32,32,1.0,1.0,0.49357327303962023
0.5,0.35,0.54,walk,0.9,32,0,0,0.0,0.0,nan
0.5,0.4,0.36,trot,0.5,32,0,0,0.0,0.0,nan
0.5,0.4,0.36,trot,0.625,32,32,32,1.0,1.0,0.2731300746775657
0.5,0.4,0.4,trot,0.5,32,0,0,0.0,0.0,nan
0.5,0.4,0.4,trot,0.625,32,32,32,1.0,1.0,0.2582723746286652
0.5,0.4,0.4,trot,0.75,32,32,32,1.0,1.0,0.324737856260643
0.5,0.4,0.4,walk,0.75,32,0,0,0.0,0.0,nan
0.5,0.4,0.4,walk,0.8,32,0,0,0.0,0.0,nan
0.5,0.4,0.4,walk,0.85,32,0,0,0.0,0.0,nan
0.5,0.4,0.4,walk,0.9,32,0,0,0.0,0.0,nan
0.5,0.4,0.48,trot,0.5,32,32,32,1.0,1.0,0.25666914944452174
0.5,0.4,0.48,trot,0.625,32,32,32,1.0,1.0,0.2472186496692401
0.5,0.4,0.48,trot,0.75,32,32,32,1.0,1.0,0.31711651910087957
0.5,0.4,0.48,walk,0.75,32,0,0,0.0,0.0,nan
0.5,0.4,0.48,walk,0.8,32,32,32,1.0,1.0,0.4693949395702324
0.5,0.4,0.48,walk,0.85,32,0,0,0.0,0.0,nan
0.5,0.4,0.48,walk,0.9,32,0,0,0.0,0.0,nan
0.5,0.4,0.54,trot,0.5,32,0,0,0.0,0.0,nan
0.5,0.4,0.54,trot,0.625,32,32,32,1.0,1.0,0.25722377126571444
0.5,0.4,0.54,trot,0.75,32,32,32,1.0,1.0,0.32221573721761876
0.5,0.4,0.54,walk,0.75,32,0,0,0.0,0.0,nan
0.5,0.4,0.54,walk,0.8,32,0,0,0.0,0.0,nan
0.5,0.4,0.54,walk,0.85,32,32,32,1.0,1.0,0.47940112828956244
0.5,0.4,0.54,walk,0.9,32,0,0,0.0,0.0,nan
